Job Title,Salary Estimate,Salary_Min,Salary_Max,Salary_Mid,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Easy Apply,lat,lng,STATE
Data Science Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,2.7,"Collins Consulting Inc
2.7","Norfolk, VA","Schaumburg, IL",201 to 500 employees,1992,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,-1,36.8945,-76.259,VA
Junior Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,2.7,"Patient Advocate Foundation
2.7","Hampton, VA","Hampton, VA",51 to 200 employees,1996,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),Prescription Lifeline,-1,37.0551,-76.363,VA
Junior Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,5,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,37.0551,-76.363,VA
Jr Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,36.8468,-76.354,VA
Data Science Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3,"NewGen Technologies
3.0","Norfolk, VA","Duluth, GA",1 to 50 employees,-1,Company - Private,-1,-1,Less than $1 million (USD),-1,-1,36.8945,-76.259,VA
Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,1,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA","Mc Lean, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,36.8945,-76.259,VA
Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.5,"ForKids, inc
3.5","Norfolk, VA","Norfolk, VA",51 to 200 employees,-1,Nonprofit Organization,Social Assistance,Non-Profit,$5 to $10 million (USD),-1,-1,36.8945,-76.259,VA
Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,5,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,37.0551,-76.363,VA
Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,36.8468,-76.354,VA
Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.4,"Dunhill Professional Search
3.4","Chesapeake, VA","Wilmington, NC",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,36.6778,-76.3024,VA
Finance Data Analytics Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.1,"Smithfield
3.1","Smithfield, VA","Smithfield, VA",10000+ employees,1936,Subsidiary or Business Segment,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),"JBS USA Holdings, Tyson Foods, Hormel",-1,36.9754,-76.6162,VA
Business Intelligence/Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),43000,69000,56000,3.8,"Booz Allen Hamilton
3.8","Suffolk, VA","Mc Lean, VA",10000+ employees,1914,Company - Public,Consulting,Business Services,$5 to $10 billion (USD),"Accenture, Deloitte, PwC",-1,36.6953,-76.6398,VA
Research & Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,1,"EVMS
1.0","Norfolk, VA","Chennai, India",501 to 1000 employees,1935,Company - Private,Vehicle Dealers,Retail,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Metrics & Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1,36.8945,-76.259,VA
Tactical Data Link (TDL) Analyst-,$43K-$69K (Glassdoor est.),43000,69000,56000,3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,37.0551,-76.363,VA
Senior Data Analyst- Secret Clearance-,$43K-$69K (Glassdoor est.),43000,69000,56000,5,"Counter Threat Solutions
5.0","Norfolk, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Data Analyst Junior,$43K-$69K (Glassdoor est.),43000,69000,56000,5,"Staffigo Technical Services, LLC
5.0","Hampton, VA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,37.0551,-76.363,VA
HQ Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3,"ITA International
3.0","Newport News, VA","Yorktown, VA",201 to 500 employees,-1,Company - Public,Accounting,Accounting & Legal,$10 to $25 million (USD),-1,-1,37.1051,-76.5185,VA
USMTF Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,37.0551,-76.363,VA
Mid Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,36.8468,-76.354,VA
Product Data Business Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,-1,Ferguson Experienced,"Newport News, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,37.1051,-76.5185,VA
Retail Data Quality Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.5,"Liberty Source
3.5","Hampton, VA","Fort Monroe, VA",51 to 200 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1,37.0551,-76.363,VA
USMTF Data Analyst with Security Clearance,$43K-$69K (Glassdoor est.),43000,69000,56000,3.8,"Oasis Systems, LLC
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,37.0551,-76.363,VA
Senior Data Strategy Analyst (SDSA),$43K-$69K (Glassdoor est.),43000,69000,56000,3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1,36.8945,-76.259,VA
Data Analyst - Va Beach - VA with Security Clearance,$43K-$69K (Glassdoor est.),43000,69000,56000,3.1,"Occam Solutions Inc
3.1","Virginia Beach, VA","Herndon, VA",1 to 50 employees,-1,Company - Private,Consulting,Business Services,$5 to $10 million (USD),-1,-1,36.7335,-76.0435,VA
Configuration and Data Management (C&DM) Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,3.5,"Analytical Mechanics Associates
3.5","Hampton, VA","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,37.0551,-76.363,VA
Jr Management Analyst (Data Management),$43K-$69K (Glassdoor est.),43000,69000,56000,3.2,"GStek, Inc.
3.2","Yorktown, VA","Chesapeake, VA",201 to 500 employees,1992,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),-1,-1,37.2352,-76.5146,VA
Senior Data Analyst,$43K-$69K (Glassdoor est.),43000,69000,56000,4.9,"Orbis, Inc.
4.9","Portsmouth, VA","Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,-1,36.8468,-76.354,VA
Tactical Data Link (TDL) Analyst,$49K-$112K (Glassdoor est.),49000,112000,80500,3.8,"Oasis Systems
3.8","Hampton, VA","Burlington, MA",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,37.0551,-76.363,VA
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),49000,112000,80500,3.7,"CBRE
3.7","Chesapeake, VA","Los Angeles, CA",10000+ employees,1906,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,-1,-1,36.6778,-76.3024,VA
Acoustics Data Analyst/Flight Test Engineer,$49K-$112K (Glassdoor est.),49000,112000,80500,3.5,"Analytical Mechanics Associates
3.5","Hampton, VA","Hampton, VA",201 to 500 employees,1962,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,37.0551,-76.363,VA
Senior Data Analyst,$49K-$112K (Glassdoor est.),49000,112000,80500,1,"Bluemont Technology & Research, Inc.
1.0","Norfolk, VA","Mc Lean, VA",1 to 50 employees,-1,Company - Private,-1,-1,$1 to $5 million (USD),-1,-1,36.8945,-76.259,VA
Senior Data Analyst- Secret Clearance,$49K-$112K (Glassdoor est.),49000,112000,80500,5,"Counter Threat Solutions
5.0","Norfolk, VA","Reston, VA",51 to 200 employees,2015,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Senior Data Management Analyst (SDMA),$49K-$112K (Glassdoor est.),49000,112000,80500,3.2,"National Capitol Contracting (NCC)
3.2","Norfolk, VA","Mc Lean, VA",51 to 200 employees,2002,Company - Private,Telecommunications Services,Telecommunications,$10 to $25 million (USD),-1,-1,36.8945,-76.259,VA
Data Analyst - Senior Consultant,$49K-$112K (Glassdoor est.),49000,112000,80500,3.4,"Guidehouse
3.4","Norfolk, VA","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Data Warehouse Programmer/Analyst,$49K-$112K (Glassdoor est.),49000,112000,80500,3.1,"AXSEUM Inc
3.1","Fort Eustis, VA","Alexandria, VA",51 to 200 employees,2002,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,-1,36.7335,-76.0435,VA
Data Analyst (Navy) - Mid and Junior Level,$49K-$112K (Glassdoor est.),49000,112000,80500,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.8468,-76.354,VA
"Data Analyst - Senior Consultant - Norfolk, VA with Security Clearance",$49K-$112K (Glassdoor est.),49000,112000,80500,3.4,"Guidehouse
3.4","Norfolk, VA","Washington, DC",5001 to 10000 employees,2018,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Program Analyst - AIS/Maintenance Data System Coordinator,$49K-$112K (Glassdoor est.),49000,112000,80500,3.5,"Epsilon Systems Solutions, Inc.
3.5","Norfolk, VA","San Diego, CA",501 to 1000 employees,1998,Company - Private,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",$100 to $500 million (USD),-1,-1,36.8945,-76.259,VA
MSC Logistics Data Analyst,$49K-$112K (Glassdoor est.),49000,112000,80500,3.6,"CACI International
3.6","Norfolk, VA","Arlington, VA",10000+ employees,1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),"CSC, ManTech, SAIC",-1,36.8945,-76.259,VA
Data Analyst (Navy) - Mid Level,$49K-$112K (Glassdoor est.),49000,112000,80500,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.8468,-76.354,VA
Business Intelligence & Data Analyst,$49K-$112K (Glassdoor est.),49000,112000,80500,3.7,"PROSOFT
3.7","Norfolk, VA","Virginia Beach, VA",201 to 500 employees,-1,Contract,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,36.8945,-76.259,VA
Sr Data Business Analyst - FacilitySource,$49K-$112K (Glassdoor est.),49000,112000,80500,3.6,"FacilitySource
3.6","Chesapeake, VA","Phoenix, AZ",1001 to 5000 employees,2001,Company - Public,Building & Personnel Services,Business Services,$100 to $500 million (USD),"First Service Networks, SMS Assist, Vixxo",-1,36.6778,-76.3024,VA
Senior Data Analyst (Navy),$49K-$112K (Glassdoor est.),49000,112000,80500,-1,"Tamayo Federal Solutions, LLC","Portsmouth, VA",-1,-1,-1,-1,-1,-1,-1,-1,-1,36.8468,-76.354,VA
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC with Security Clearance,$49K-$112K (Glassdoor est.),49000,112000,80500,3.3,"Universal Consulting Services
3.3","Norfolk, VA","Fairfax, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,36.8945,-76.259,VA
NIWC Service Desk Analyst Component Enterprise Data Center (CEDC).,$49K-$112K (Glassdoor est.),49000,112000,80500,3.3,"Universal Consulting Services, Inc.
3.3","Norfolk, VA","Fairfax, VA",201 to 500 employees,2000,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,36.8945,-76.259,VA
Junior Data Analyst,$30K-$54K (Glassdoor est.),30000,54000,42000,5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,29.6804,-82.3458,FL
Data Analyst,$30K-$54K (Glassdoor est.),30000,54000,42000,5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,29.6804,-82.3458,FL
Data Analyst,$30K-$54K (Glassdoor est.),30000,54000,42000,4.3,"University of Florida
4.3","Gainesville, FL","Gainesville, FL",10000+ employees,1853,College / University,Colleges & Universities,Education,$1 to $2 billion (USD),-1,-1,29.6804,-82.3458,FL
AvMed Data Governance Analyst,$30K-$54K (Glassdoor est.),30000,54000,42000,3.1,"AvMed Health Plans
3.1","Gainesville, FL","Gainesville, FL",501 to 1000 employees,1996,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,-1,29.6804,-82.3458,FL
Data Management Analyst II,$30K-$54K (Glassdoor est.),30000,54000,42000,3.3,"Shands Jacksonville
3.3","Alachua, FL","Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,29.7778,-82.4831,FL
Data Analyst Junior,$30K-$54K (Glassdoor est.),30000,54000,42000,5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,29.6804,-82.3458,FL
Data Analyst â Junior,$30K-$54K (Glassdoor est.),30000,54000,42000,5,"Staffigo Technical Services, LLC
5.0","Gainesville, FL","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,29.6804,-82.3458,FL
IT Analyst III Data Systems,$30K-$54K (Glassdoor est.),30000,54000,42000,3.3,"Shands Jacksonville
3.3","Gainesville, FL","Jacksonville, FL",1001 to 5000 employees,1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,29.6804,-82.3458,FL
Product Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.1,"Stamps.com
3.1","El Segundo, CA","El Segundo, CA",1001 to 5000 employees,1996,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Pitney Bowes, US Postal Service, Envelope Manager Software",-1,33.9169,-118.4021,CA
Lead Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.6,"Headspace
3.6","Santa Monica, CA","Santa Monica, CA",201 to 500 employees,2010,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,34.0232,-118.4813,CA
Data Analytics Insights Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.7,"Neustar
3.7","Los Angeles, CA","Sterling, VA",1001 to 5000 employees,1996,Company - Private,Internet,Information Technology,$500 million to $1 billion (USD),"Adobe, Akamai, Oracle",-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,5,"Wellth Inc.
5.0","Los Angeles, CA","New York, NY",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,-1,People Tree,"Hermosa Beach, CA","Hermosa Beach, CA",1 to 50 employees,2013,Self-employed,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,33.8654,-118.3966,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,5,"Staffigo Technical Services, LLC
5.0","Los Angeles, CA","Woodridge, IL",51 to 200 employees,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,34.1139,-118.4068,CA
Product Data & Insights Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.3,"Ruggable
3.3","Gardena, CA","Los Angeles, CA",1 to 50 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,-1,33.8944,-118.3073,CA
Survey Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,5,"First Professional Services
5.0","Los Angeles, CA","Piscataway, NJ",51 to 200 employees,2018,Subsidiary or Business Segment,Internet,Information Technology,$1 to $5 million (USD),-1,-1,34.1139,-118.4068,CA
Senior Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.6,"Steady
3.6","Los Angeles, CA","Atlanta, GA",1 to 50 employees,2017,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,TRUE,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,4.3,"ConsultNet, LLC
4.3","Burbank, CA","South Jordan, UT",201 to 500 employees,1996,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,34.1879,-118.3235,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,4.3,"Signal Sciences
4.3","Los Angeles, CA","Culver City, CA",51 to 200 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,34.1139,-118.4068,CA
Data and Policy Analyst - Statistical Programmer,$55K-$103K (Glassdoor est.),55000,103000,79000,3.2,"Acumen
3.2","Los Angeles, CA","Burlingame, CA",201 to 500 employees,1996,Company - Private,Federal Agencies,Government,$10 to $25 million (USD),Acumen,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,4.5,"HireTalent
4.5","Los Angeles, CA","New York, NY",201 to 500 employees,1997,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),-1,-1,34.1139,-118.4068,CA
"Senior Data Analyst, Marketing",$55K-$103K (Glassdoor est.),55000,103000,79000,4.3,"Dave
4.3","Los Angeles, CA","Los Angeles, CA",1 to 50 employees,2016,Company - Private,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,-1,Expertise LLC,"Los Angeles, CA","Seattle, WA",1 to 50 employees,-1,Contract,-1,-1,Unknown / Non-Applicable,-1,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,4,"Lorven Technologies Inc
4.0","Los Angeles, CA","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,-1,Eleven Recruiting - CHURN,"Los Angeles, CA","Los Angeles, CA",1 to 50 employees,-1,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,-1,34.1139,-118.4068,CA
Data Analyst,$55K-$103K (Glassdoor est.),55000,103000,79000,3.6,"ICONMA
3.6","Culver City, CA","Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Experis,-1,34.0058,-118.3968,CA
